,title,artist,top genre,year,added,bpm,Energy,Dance,dB,live,val,dur,acous,spch,pop
1116,Bazaar - Official Sunburn Goa 2015 Anthem,KSHMR,big room,2015,2023‑04‑30,128,98,58,-2,34,20,173,13,7,51
1117,All Day Long,Chance the Rapper,chicago rap,2019,2023‑04‑30,123,88,77,-4,10,72,208,3,16,51
1118,indifferent,Arden Jones,,2022,2023‑04‑30,90,50,73,-5,10,21,139,68,7,51
1119,Lights Down Low,MAX,viral pop,2016,2023‑04‑30,81,57,62,-5,12,64,225,5,5,51
1120,Panama,Quinn XCII,indie pop rap,2018,2023‑04‑30,87,49,73,-6,16,56,247,57,6,51
1121,Grand Piano,Nicki Minaj,hip pop,2014,2023‑04‑30,128,21,33,-11,8,14,259,89,3,51
1122,Good Thing Go,Quinn XCII,indie pop rap,2019,2023‑04‑30,114,38,88,-9,11,33,212,48,26,51
1123,RIVA (Restart The Game) - Radio Edit,Klingande,deep house,2019,2023‑04‑30,124,74,62,-6,9,54,181,11,6,51
1124,The Girl of My Best Friend,Elvis Presley,rock-and-roll,1960,2023‑04‑30,133,42,64,-15,40,89,143,80,3,50
1125,My World Is Empty Without You,The Supremes,adult standards,1966,2023‑04‑30,89,68,47,-9,10,85,154,25,11,50
1126,DANCE-OFF,Turnstile,hardcore punk,2021,2023‑04‑30,135,76,66,-4,14,90,129,0,3,50
1127,Promesses,Dimmi,deep tropical house,2014,2023‑04‑30,127,81,68,-7,9,66,210,22,4,50
1128,Jynweythek,Aphex Twin,ambient,2001,2023‑04‑30,120,25,72,-20,10,12,144,86,7,50
1129,Take It Or Leave It,The Strokes,alternative rock,2001,2023‑04‑30,154,91,43,-6,14,48,196,0,4,50
1130,The City (with Quinn XCII),Louis The Child,edm,2018,2023‑04‑30,178,68,53,-3,33,80,186,12,33,50
1131,All Time Low,Jon Bellion,indie pop rap,2015,2023‑04‑30,90,39,67,-10,8,53,221,39,26,50
1132,Too Good To Be True,Rhys,swedish pop,2017,2023‑04‑30,102,66,67,-7,27,59,201,10,11,50
1133,The Tide Is High,Blondie,candy pop,1981,2023‑04‑30,96,57,81,-12,41,97,282,28,3,50
1134,Melody - Radio Mix,Dimitri Vegas & Like Mike,belgian dance,2016,2023‑04‑30,130,98,46,-3,37,8,223,4,17,50
1135,Happy Together,Dimitri Vegas & Like Mike,belgian dance,2020,2023‑04‑30,150,88,62,-4,7,23,162,0,7,50
1136,Suavemente - Edm,Elvis Crespo,latin pop,2018,2023‑04‑30,124,73,86,-7,21,28,252,4,7,50
1137,Unicorn Zombie Apocalypse,Borgore,brostep,2014,2023‑04‑30,128,89,68,-3,5,19,278,0,7,50
1138,Fruit Punch,Kaiydo,,2016,2023‑04‑30,104,59,80,-7,7,75,222,4,18,50
1139,Henrietta,The Fratellis,garage rock,2006,2023‑04‑30,122,96,61,-3,13,88,212,2,8,50
1140,Leave Me (feat. Marc E. Bassy),Skizzy Mars,indie pop rap,2019,2023‑04‑30,174,73,70,-4,18,56,171,5,5,50
1141,"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5",Johannes Brahms,classical,2012,2023‑04‑30,107,5,35,-19,23,30,151,90,4,50
1142,Chloe (feat. Jutes),Two Friends,sad rap,2022,2023‑04‑30,96,76,53,-4,52,63,205,6,7,50
1143,Safety - On June Remix,Other,chill r&b,2017,2023‑04‑30,120,84,56,-5,8,36,174,12,4,50
1144,NO SURPRISE,Turnstile,hardcore punk,2021,2023‑04‑30,106,27,46,-17,36,35,45,91,3,49
1145,Deep Blue Day - Remastered 2005,Brian Eno,abstract,1983,2023‑04‑30,142,34,19,-20,9,8,239,82,5,49
1146,Better Days,Hedley,canadian pop,2017,2023‑04‑30,93,73,36,-4,5,65,224,37,13,49
1147,Arcade Mammoth,Dimitri Vegas & Like Mike,belgian dance,2018,2023‑04‑30,128,97,55,-4,36,13,256,1,8,49
1148,Fuego,R3HAB,dutch house,2018,2023‑04‑30,128,75,64,-7,41,54,136,10,13,49
1149,Spaceman - Extended Mix,Hardwell,big room,2012,2023‑04‑30,128,76,60,-4,24,12,379,0,6,49
1150,Turn up the Speakers - Radio Edit,AFROJACK,big room,2014,2023‑04‑30,128,90,69,-5,47,29,184,10,5,49
1151,Slide Around,Chance the Rapper,chicago rap,2019,2023‑04‑30,163,67,87,-6,10,49,271,9,22,49
1152,Face the Truth,Lucidious,,2016,2023‑04‑30,128,76,70,-7,22,21,216,4,21,49
1153,Shuffla,Samir & Viktor,swedish pop,2018,2023‑04‑30,128,84,70,-5,18,60,185,1,7,49
1154,Queen (feat. Quinn XCII),ayokay,electropop,2018,2023‑04‑30,83,62,78,-7,11,39,225,22,9,49
1155,Look How Far We've Come,Quinn XCII,indie pop rap,2021,2023‑04‑30,95,51,61,-8,14,39,203,24,7,49
1156,We’re Not Alright,zebrahead,funk metal,2019,2023‑04‑30,99,97,52,-3,32,71,175,0,8,49
1157,Skeletons,Driveways,pop punk,2019,2023‑04‑30,169,94,47,-7,10,64,168,1,6,49
1158,Coming Back Home,WEARETHEGOOD,,2021,2023‑04‑30,100,45,66,-8,9,48,146,11,9,49
1159,Lost In Amsterdam (feat. Eskeemo),MÖWE,deep tropical house,2019,2023‑04‑30,117,68,78,-6,15,76,145,47,4,49
1160,A Meaningful Moment Through a Meaning(less) Process,Stars Of The Lid,ambient,2007,2023‑04‑30,67,7,6,-25,9,3,273,96,4,48
1161,In A Beautiful Place Out In The Country,Boards of Canada,electronica,2000,2023‑04‑30,99,25,64,-15,9,4,367,44,4,48
1162,When It Started,The Strokes,alternative rock,2001,2023‑04‑30,132,65,72,-8,15,90,175,27,3,48
1163,Bailá Bailá,Alvaro Estrella,melodipop,2021,2023‑04‑30,100,97,68,-3,9,75,173,13,12,48
1164,We Don't Care,Sigala,dance pop,2018,2023‑04‑30,180,86,42,-3,6,66,207,3,28,48
1165,RIP (feat. G-Eazy & Drew Love),Olivia O'Brien,alt z,2018,2023‑04‑30,104,65,73,-4,9,46,201,42,5,48
1166,Matches,Cash Cash,dance pop,2017,2023‑04‑30,150,78,56,-2,8,33,188,48,11,48
1167,Adélaïde,Requin Chagrin,french indie pop,2016,2023‑04‑30,135,77,52,-5,28,56,172,48,3,48
1168,Is It War,B.o.B,atl hip hop,2018,2023‑04‑30,170,68,62,-6,18,27,120,14,11,48
1169,65th & Ingleside,Chance the Rapper,chicago rap,2018,2023‑04‑30,100,56,79,-7,11,8,274,4,34,48
1170,Sun Come Down,Chance the Rapper,chicago rap,2019,2023‑04‑30,94,45,70,-9,70,11,215,12,34,48
1171,Odödlig,Samir & Viktor,swedish pop,2019,2023‑04‑30,87,91,65,-3,12,84,176,8,10,48
1172,FVCK NIGHT,Chri$tian Gate$,sad rap,2021,2023‑04‑30,120,84,60,-3,34,32,182,0,19,48
1173,Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,edm,2020,2023‑04‑30,83,64,62,-4,8,53,197,19,12,48
1174,Fake Denim,Quinn XCII,indie pop rap,2017,2023‑04‑30,94,60,86,-6,8,50,187,41,30,48
1175,Let You Go,Nightcall,,2018,2023‑04‑30,114,77,76,-6,35,43,181,17,4,48
1176,The Shine (feat. Chelsea Cutler),ayokay,electropop,2017,2023‑04‑30,100,55,68,-6,8,57,188,27,5,48
1177,Wedding Crashers,Aminé,pop rap,2017,2023‑04‑30,136,50,85,-8,4,95,230,3,24,48
1178,Liebestraum,Franz Liszt,classical,2010,2023‑04‑30,95,15,37,-16,10,4,285,99,3,48
1179,Touch The Sky,Cedric Gervais,edm,2017,2023‑04‑30,124,96,63,-4,20,19,156,16,3,48
1180,Happy Ending,MIKA,,2007,2023‑04‑30,96,45,56,-8,20,31,276,54,3,47
1181,Our Story - Radio Edit,Mako,pop edm,2014,2023‑04‑30,128,69,52,-4,15,41,208,17,4,47
1182,Choose,Why Don't We,boy band,2018,2023‑04‑30,77,72,66,-5,85,61,173,2,7,47
1183,You & Me,Skrux,chillstep,2015,2023‑04‑30,140,89,34,-5,17,15,253,14,9,47
1184,As I Lay Me Down,Wiktoria,melodipop,2017,2023‑04‑30,120,78,70,-6,33,76,189,10,6,47
1185,Raise Your Hands - Radio Edit,Ummet Ozcan,big room,2014,2023‑04‑30,128,96,71,-3,17,23,191,1,4,47
1186,Let The Music Take Control,W&W,big room,2019,2023‑04‑30,195,97,39,-2,43,18,156,0,15,47
1187,Chewing-Gum,Vendredi sur Mer,french indie pop,2019,2023‑04‑30,111,59,84,-7,4,68,266,11,4,47
1188,BULLETPROOF (feat. Jay 305),YG,cali rap,2018,2023‑04‑30,162,52,78,-7,32,45,154,14,41,47
1189,On Me,Quality Control,melodic rap,2017,2023‑04‑30,135,62,92,-5,16,82,216,11,20,47
1190,Learn How to Watch (feat. Mac Miller & MadeinTYO),Carnage,edm,2018,2023‑04‑30,130,77,56,-5,16,37,122,32,34,47
1191,Do The John Wall,Troop 41,north carolina hip hop,2011,2023‑04‑30,81,93,66,-2,87,58,264,25,32,47
1192,Famous,Mason Ramsey,contemporary country,2018,2023‑04‑30,160,82,53,-3,11,56,193,71,3,47
1193,EVERY SINGLE DAY,FELIX SANDMAN,swedish idol pop,2018,2023‑04‑30,137,23,66,-10,10,43,185,81,5,47
1194,Happy Home,Lukas Graham,danish pop,2016,2023‑04‑30,128,32,75,-9,10,48,219,39,5,47
1195,Jumper - 2006 Remaster,Third Eye Blind,alternative metal,2006,2023‑04‑30,91,59,62,-8,29,53,273,1,4,47
1196,High With Somebody,Sandro Cavazza,swedish pop,2018,2023‑04‑30,116,64,79,-8,15,79,175,2,8,47
1197,Drive Home,Steven Wilson,progressive metal,2013,2023‑04‑30,124,34,45,-12,10,8,457,4,3,47
1198,Love Machine - Pt. 1,The Miracles,classic soul,1994,2023‑04‑30,144,83,74,-12,5,82,181,6,6,46
1199,Oceans Away - Sam Feldt Remix,A R I Z O N A,electropop,2017,2023‑04‑30,115,61,74,-9,9,27,171,32,4,46
1200,Follow You,twocolors,edm,2015,2023‑04‑30,125,55,84,-9,10,90,226,84,5,46
1201,Ljuda,Shiny Goose,,2014,2023‑04‑30,125,81,69,-7,7,22,315,0,5,46
1202,Treasured Soul - Radio Edit,Michael Calfan,dutch house,2015,2023‑04‑30,125,83,62,-3,33,41,178,2,6,46
1203,We Have A Map Of The Piano,múm,compositional ambient,2002,2023‑04‑30,124,44,68,-14,6,19,320,91,3,46
1204,First Light - Remastered 2004,Harold Budd,ambient,1980,2023‑04‑30,71,1,13,-32,6,16,427,99,4,46
1205,Waves,Electric Guest,indietronica,2012,2023‑04‑30,120,83,77,-5,10,86,186,3,4,46
1206,Rich Boy,Galantis,dance pop,2017,2023‑04‑30,110,90,74,-2,8,65,184,7,5,46
1207,Out of Love (feat. Cosmos & Creature),Two Friends,la pop,2017,2023‑04‑30,164,70,49,-6,9,40,235,36,23,46
1208,Let Her Go (Remix),mike.,indie pop rap,2014,2023‑04‑30,83,58,72,-5,12,60,178,26,5,46
1209,Castle,Macklemore & Ryan Lewis,pop rap,2012,2023‑04‑30,120,69,61,-6,34,44,258,32,8,46
1210,Clay,Grace VanderWaal,post-teen pop,2016,2023‑04‑30,79,25,50,-7,11,36,217,86,3,46
1211,C'est toi qu'elle préfère,Alice et Moi,french indie pop,2017,2023‑04‑30,180,56,37,-6,11,20,188,5,11,46
1212,Folkfest,Fakkboiz,fotbollslatar,2018,2023‑04‑30,132,91,66,-6,74,40,173,1,7,46
1213,Put Your Hands Up för Sverige (feat. Anis Don Demina),Samir & Viktor,swedish pop,2018,2023‑04‑30,125,92,65,-3,7,63,207,13,6,46
1214,I Do This (feat. Roze),Abstract,indie pop rap,2016,2023‑04‑30,82,66,77,-8,11,74,234,16,20,46
1215,A Song to Sing,Kid Quill,indiana hip hop,2016,2023‑04‑30,94,74,74,-7,51,48,185,21,19,46
1216,D'yer Mak'er - Remaster,Led Zeppelin,album rock,2007,2023‑04‑30,164,92,53,-9,8,58,263,25,8,46
1217,10 Mile Stereo,Beach House,art pop,2010,2023‑04‑30,193,74,24,-4,42,31,304,5,5,46
1218,Ur So Gay,Katy Perry,pop,2008,2023‑04‑30,79,88,65,-4,12,59,217,4,5,45
1219,Nottamun Town,LISTENBEE,tropical house,2015,2023‑04‑30,120,75,75,-6,36,56,189,12,8,45
1220,Only Thing We Know,Alle Farben,deep euro house,2019,2023‑04‑30,120,71,86,-5,6,67,172,16,9,45
1221,Beautiful Wreck,MØ,danish pop,2018,2023‑04‑30,114,50,68,-6,10,51,229,29,6,45
1222,Running Out Of Love,Jubël,swedish pop,2020,2023‑04‑30,112,63,77,-5,15,62,171,13,3,45
1223,Please Don't Go,SRTW,pop edm,2019,2023‑04‑30,120,53,78,-8,12,54,180,37,6,45
1224,Dungtitled (In a Major),Stars Of The Lid,ambient,2007,2023‑04‑30,74,21,11,-23,10,3,354,95,6,45
1225,Toki no Senrei wo Uketeinai mono wo Yomuna,Jonny Greenwood,british contemporary classical,2011,2023‑04‑30,172,30,17,-18,12,50,110,98,4,45
1226,Werewolf (feat. Yoshi Flower),Quinn XCII,indie pop rap,2018,2023‑04‑30,162,56,70,-7,8,68,192,4,40,45
1227,Criminals,Xuitcasecity,indie pop rap,2017,2023‑04‑30,142,76,57,-5,12,33,185,5,4,45
1228,Famous,Ivy Adara,alt z,2017,2023‑04‑30,94,64,61,-5,16,18,224,11,4,45
1229,The Chase - Klaas & MATTN Remix,Dimitri Vegas & Like Mike,belgian dance,2020,2023‑04‑30,128,95,62,-4,41,23,158,1,3,45
1230,Jmy attendais pas,Clea Vincent,electro-pop francais,2016,2023‑04‑30,120,69,77,-8,10,63,245,31,4,45
1231,Uproar,Lil Wayne,hip hop,2018,2023‑04‑30,99,86,73,-2,30,85,194,6,26,45
1232,Need You Still (feat. Keith Fontano),Ivan B,indie pop rap,2017,2023‑04‑30,87,61,72,-8,13,14,276,17,37,45
1233,Giftig,Mange Schmidt,swedish hip hop,2007,2023‑04‑30,98,76,79,-4,8,70,230,3,19,45
1234,Here She Comes Again,Röyksopp,downtempo,2014,2023‑04‑30,128,39,89,-11,10,36,302,39,5,45
1235,Elisa's Theme,Alexandre Desplat,french soundtrack,2017,2023‑04‑30,180,17,45,-18,10,27,156,99,4,45
1236,The Chairman's Waltz,John Williams,orchestral soundtrack,2005,2023‑04‑30,106,18,21,-18,11,6,160,91,4,45
1237,"Swan Lake, Op. 20, TH 12 / Act II: No. 14 Scène (Moderato)",Pyotr Ilyich Tchaikovsky,classical,1979,2023‑04‑30,93,12,19,-19,14,4,157,92,4,45
1238,The Way It Is,Tesla,album rock,1989,2023‑04‑30,94,82,33,-7,12,49,309,2,4,45
1239,Crazy - DRKTMS Remix,Cabu,chill r&b,2018,2023‑04‑30,106,31,86,-10,53,33,242,36,46,44
1240,Be Cool,Embody,deep tropical house,2018,2023‑04‑30,98,85,73,-3,8,65,210,21,5,44
1241,Do You Love Me - Mono Single,The Contours,classic soul,2003,2023‑04‑30,151,81,62,-7,8,79,172,43,4,44
1242,Cambodia,Klaas,german dance,2021,2023‑04‑30,130,72,61,-7,11,28,149,25,17,44
1243,Let's Go,Lucas & Steve,dutch house,2017,2023‑04‑30,126,84,63,-5,7,18,191,2,3,44
1244,Flute - Radio Mix,New World Sound,dutch house,2013,2023‑04‑30,128,89,38,-6,7,12,199,0,6,44
1245,Antidote,Migos,atl hip hop,2014,2023‑04‑30,130,64,76,-7,16,55,222,22,30,44
1246,Fading Away,Ollie,indie pop rap,2016,2023‑04‑30,95,54,69,-16,12,36,277,93,23,44
1247,Feel Like I Do,Vin Diesel,,2020,2023‑04‑30,106,70,74,-6,11,48,186,3,4,44
1248,"None but the lonely heart, Op. 6, No. 6",Pyotr Ilyich Tchaikovsky,classical,1963,2023‑04‑30,82,19,15,-15,16,4,200,93,4,44
1249,Snow (Hey Oh) [Radio Edit],LAZY LEAD,,2020,2023‑04‑30,120,83,59,-4,84,47,218,7,7,44
1250,MAMACITA - LittGloss Original Mix,Black Eyed Peas,dance pop,2020,2023‑04‑30,120,81,70,-8,12,72,188,1,6,43
1251,Don't Bother They're Here,Stars Of The Lid,ambient,2007,2023‑04‑30,76,1,11,-28,13,3,610,94,5,43
1252,Nervous - The Ooh Song/Mark McCabe Remix,Gavin James,irish pop,2016,2023‑04‑30,105,82,63,-7,26,28,195,25,4,43
1253,High (feat. Skizzy Mars),Cam Meekins,boston hip hop,2013,2023‑04‑30,115,57,78,-6,76,80,215,1,4,43
1254,What The Hell Happened To Us,Quinn XCII,indie pop rap,2018,2023‑04‑30,96,68,70,-7,7,79,218,32,7,43
1255,Darling Dear,The Jackson 5,motown,1970,2023‑04‑30,97,63,60,-9,10,86,157,17,3,42
1256,Guilty Cubicles,Broken Social Scene,alternative rock,2001,2023‑04‑30,205,34,24,-18,11,33,184,93,3,42
1257,2020,Logan Paul,social media pop,2020,2023‑04‑30,180,74,71,-5,17,77,222,12,21,42
1258,Natalina,Toddy Smith,,2020,2023‑04‑30,84,60,68,-4,14,39,143,8,7,42
1259,LA Vibes,Abstract,indie pop rap,2017,2023‑04‑30,102,74,73,-4,5,45,211,14,4,42
1260,Don't Wanna Know - Fareoh Remix,Maroon 5,pop,2017,2023‑04‑30,100,94,69,-2,43,52,236,6,4,42
1261,Anubis - Radio Edit,Mike Candys,pop house,2014,2023‑04‑30,128,92,77,-2,10,29,187,2,10,42
1262,Je fais le mort,Juniore,french indie pop,2016,2023‑04‑30,114,67,67,-6,10,56,223,2,3,42
1263,No Strings (feat. Starrah),Kid Ink,pop rap,2017,2023‑04‑30,143,66,92,-4,8,91,212,7,5,42
1264,Man In The Hat,Mac Miller,hip hop,2011,2023‑04‑30,128,79,78,-8,10,55,196,55,20,42
1265,All I Want,Dawn Golden,vapor pop,2014,2023‑04‑30,158,61,35,-8,9,22,214,34,6,42
1266,One Day At A Time,Quinn XCII,indie pop rap,2017,2023‑04‑30,106,69,75,-6,9,66,197,44,3,42
1267,"The Hebrides, Op. 26 (Fingal's Cave)",Felix Mendelssohn,classical,2011,2023‑04‑30,124,15,22,-18,16,11,616,84,4,42
1268,Chasing Clouds - DIMMI Radio Edit,MÖWE,deep tropical house,2015,2023‑04‑30,125,64,72,-7,11,14,163,9,3,42
1269,Get Closer,Life in Film,british indie rock,2015,2023‑04‑30,170,92,43,-3,23,71,245,6,4,42
1270,Sonnentanz,Klangkarussell,austrian pop,2014,2023‑04‑30,120,34,65,-11,8,18,360,26,17,42
1271,One Of The Boys,Katy Perry,pop,2008,2023‑04‑30,146,91,56,-2,8,68,248,0,5,41
1272,Deep Of The Night,GoldFish,cape town indie,2017,2023‑04‑30,121,64,83,-7,13,50,201,3,4,41
1273,Summer Feeling - Radio Edit,Soda Circle,,2014,2023‑04‑30,120,77,72,-4,20,28,191,10,5,41
1274,Steep Hills of Vicodin Tears,A Winged Victory for the Sullen,ambient,2011,2023‑04‑30,82,8,8,-21,12,5,267,77,4,41
1275,Sad Still,Quinn XCII,indie pop rap,2018,2023‑04‑30,177,67,71,-6,6,67,185,6,32,41
1276,Everyday,Mendez,pop chileno,2018,2023‑04‑30,96,66,67,-7,15,15,185,0,3,41
1277,Young Again,Hardwell,big room,2015,2023‑04‑30,129,79,57,-4,71,22,220,3,3,41
1278,We Are Legends,Hardwell,big room,2017,2023‑04‑30,128,84,51,-2,31,7,200,6,4,41
1279,The Wave (feat. Harrison),VINAI,dutch house,2015,2023‑04‑30,128,99,75,-2,14,8,206,0,17,41
1280,La fessée,Claire Laffut,french indie pop,2018,2023‑04‑30,86,77,43,-5,39,89,205,8,16,41
1281,Get A Bag,Chance the Rapper,chicago rap,2019,2023‑04‑30,154,72,70,-5,9,68,201,0,8,41
1282,Fire Flame,Birdman,dirty south rap,2010,2023‑04‑30,148,70,65,-3,18,63,260,0,14,41
1283,Rebel,G-Eazy,indie pop rap,2011,2023‑04‑30,140,91,68,-5,11,55,210,14,28,41
1284,Jag Vill Vara Din Margareta,Eric Craft,,2004,2023‑04‑30,143,86,55,-7,9,63,186,0,3,41
1285,Toppen av ett berg,Petter,classic swedish pop,2018,2023‑04‑30,120,78,64,-6,12,53,185,17,7,41
1286,Don't You,Quinn XCII,indie pop rap,2017,2023‑04‑30,120,41,87,-9,12,36,232,62,17,41
1287,Find A Way,Mokoa,deep tropical house,2015,2023‑04‑30,124,79,80,-5,39,46,204,10,4,41
1288,Higher Love (feat. Viktor Norén & Gustaf Norén),State of Sound,swedish tropical house,2016,2023‑04‑30,110,43,65,-11,13,35,244,67,3,40
1289,New Orleans,Naxxos,tropical house,2014,2023‑04‑30,126,64,72,-7,8,46,320,3,3,40
1290,The Sound Of Someone You Love Who's Going Away And It Doesn't Matter - 2008 Digital Remaster,Penguin Cafe Orchestra,bow pop,1976,2023‑04‑30,75,11,23,-17,11,15,705,93,3,40
1291,"Ce matin-là - From ""L'uomo in più""",Air,ambient pop,1998,2023‑04‑30,102,44,21,-12,9,15,221,72,3,40
1292,Giddy Up (feat. Wiz Khalifa & 24KGoldn),Internet Money,pop rap,2020,2023‑04‑30,149,56,76,-7,11,68,158,7,15,40
1293,Zanies and Fools,Chance the Rapper,chicago rap,2019,2023‑04‑30,118,76,76,-6,6,36,323,21,28,40
1294,Don't Leave - Ekali Remix,Snakehips,electropop,2017,2023‑04‑30,142,85,58,-4,34,18,227,31,12,40
1295,Silicone Kingdom,Witt Lowry,indie pop rap,2015,2023‑04‑30,126,65,76,-8,9,45,321,5,31,40
1296,2 Soon,Jon Young,,2011,2023‑04‑30,152,66,68,-5,50,24,199,36,14,40
1297,All I Need,Joakim Lundell,swedish pop,2017,2023‑04‑30,95,83,68,-5,10,45,184,47,33,40
1298,Invincible (feat. Ruby Prophet) - Radio Edit,Firebeatz,dutch edm,2015,2023‑04‑30,128,89,56,-4,70,17,184,2,5,40
1299,De roses et de colombes,Mounika.,chillhop,2017,2023‑04‑30,83,31,58,-11,74,82,116,83,21,40
1300,Je bois et puis je danse,Aline,french indie pop,2013,2023‑04‑30,95,74,68,-5,7,82,269,2,5,40
1301,Endless Summer Symphony,KYLE,deep underground hip hop,2015,2023‑04‑30,135,66,71,-7,8,35,230,2,24,40
1302,Scars (feat. RoZe & Drumma Battalion),Abstract,indie pop rap,2014,2023‑04‑30,149,53,46,-9,8,14,275,12,12,40
1303,Somethin’ Stupid,Marvin Gaye,classic soul,1967,2023‑04‑30,107,46,68,-14,35,73,166,1,3,39
1304,No Cars Go,Maxence Cyrin,compositional ambient,2010,2023‑04‑30,122,16,38,-18,10,8,242,92,4,39
1305,Moon Fever,Air,ambient pop,2012,2023‑04‑30,120,14,36,-21,10,8,214,98,4,39
1306,One Shot,Robin Thicke,dance pop,2016,2023‑04‑30,93,73,72,-5,39,73,201,4,6,39
1307,La piscine,Hypnolove,electro-pop francais,2016,2023‑04‑30,120,81,76,-3,29,72,228,4,4,39
1308,Found A Good One (Single No More),Chance the Rapper,chicago rap,2019,2023‑04‑30,124,70,61,-7,6,56,258,1,28,39
1309,The Cops,K.Flay,escape room,2013,2023‑04‑30,74,56,51,-7,12,28,213,44,6,39
1310,When I Die,Quinn XCII,indie pop rap,2019,2023‑04‑30,77,36,82,-8,10,55,189,31,5,39
1311,Paradise,Tesla,album rock,1989,2023‑04‑30,82,84,21,-6,16,40,298,5,7,39
1312,Rutti,Slowdive,alternative rock,1995,2023‑04‑30,138,16,46,-15,9,4,607,91,4,38
1313,Fish Beach,Michael Nyman,bow pop,2008,2023‑04‑30,142,11,18,-19,12,4,171,88,4,38
1314,Champagne Clouds,Malia Civetz,la pop,2017,2023‑04‑30,126,61,73,-6,68,21,223,14,4,38
1315,Comb,Skizzy Mars,indie pop rap,2016,2023‑04‑30,84,72,64,-7,11,47,230,20,22,38
1316,Vi Sjunger,De Vet Du,fotbollslatar,2018,2023‑04‑30,130,65,69,-9,10,35,192,6,5,38
1317,If You Can Afford Me,Katy Perry,pop,2008,2023‑04‑30,150,89,62,-3,23,86,198,1,9,37
1318,Our Free Souls,Henry And The Waiter,german indie,2018,2023‑04‑30,124,77,61,-8,10,73,206,28,4,37
1319,Riverbank,Bolier,deep tropical house,2016,2023‑04‑30,120,79,62,-5,29,41,194,18,12,37
1320,P,Labradford,ambient,1997,2023‑04‑30,128,5,25,-23,12,4,557,92,4,37
1321,Fantino,Sébastien Tellier,downtempo,2006,2023‑04‑30,105,23,65,-13,9,21,209,98,4,37
1322,Abel & Cain,Quinn XCII,indie pop rap,2019,2023‑04‑30,96,59,80,-6,7,59,227,6,16,37
1323,The Hum - Original Mix,Dimitri Vegas,belgian edm,2015,2023‑04‑30,130,96,67,-4,29,5,356,2,4,37
1324,Big Bang - 2015 Life In Color Anthem; Radio Edit,Borgeous,dutch house,2015,2023‑04‑30,128,90,64,-5,14,34,190,0,4,37
1325,Tourist,Witt Lowry,indie pop rap,2015,2023‑04‑30,134,67,62,-8,28,28,219,59,32,37
1326,Profil,De Vet Du,fotbollslatar,2018,2023‑04‑30,130,64,73,-6,8,63,214,19,11,37
1327,Town On The Hill,Chance the Rapper,chicago rap,2019,2023‑04‑30,145,26,68,-12,8,62,179,76,4,37
1328,Radian,Air,ambient pop,2001,2023‑04‑30,132,36,31,-15,9,16,458,90,3,36
1329,Automatic,The Mowgli's,indie poptimism,2016,2023‑04‑30,157,88,49,-6,31,82,170,0,6,36
1330,Saturday,Norma Jean Wright,deep disco,1978,2023‑04‑30,131,85,68,-13,12,75,366,11,5,36
1331,Un amour au super u,Lewis OfMan,french indie pop,2017,2023‑04‑30,113,54,68,-9,16,55,198,41,3,36
1332,WHO R U,Jufu,viral rap,2019,2023‑04‑30,91,34,92,-13,8,65,123,0,34,36
1333,Rio,Orangutang,,2010,2023‑04‑30,100,97,54,-7,13,35,273,55,7,36
1334,Peer Gynt Suite No.1 op. 46 Anitra's Dance (Tempo di Mazurka),Academy of St. Martin in the Fields,british orchestra,1994,2023‑04‑30,168,3,20,-32,12,13,202,95,4,36
1335,"Scheherazade, Op. 35: I. Largo e maestoso - Allegro non troppo ""The Sea and Sinbad's Ship""",Nikolai Rimsky-Korsakov,avant-garde,2017,2023‑04‑30,79,10,16,-21,15,4,594,89,4,36
1336,Mannequin,Katy Perry,pop,2008,2023‑04‑30,139,84,57,-5,46,63,197,2,8,35
1337,Mamma Mia,ABBA,europop,1994,2023‑04‑30,137,70,75,-9,22,83,213,16,3,35
1338,Got Everything (feat. Courtney Noelle),Wiz Khalifa,hip hop,2012,2023‑04‑30,94,88,57,-4,50,52,194,21,9,35
1339,Gabriel's Oboe - For Cello and Orchestra,Ennio Morricone,classic soundtrack,2019,2023‑04‑30,171,6,8,-25,9,5,150,91,5,35
1340,Fingerprints,Katy Perry,pop,2008,2023‑04‑30,150,90,54,-3,17,57,225,0,6,34
1341,A Warm Place,Nine Inch Nails,alternative metal,1994,2023‑04‑30,139,11,25,-29,11,9,203,78,3,34
1342,Any Other World,MIKA,,2007,2023‑04‑30,132,25,51,-12,12,27,259,86,3,34
1343,Cold Feet (Mixed),Loud Luxury,edm,2020,2023‑04‑30,122,66,71,-7,13,25,165,1,3,34
1344,Rescue,Witt Lowry,indie pop rap,2014,2023‑04‑30,136,68,55,-9,11,46,238,61,9,34
1345,What You Waiting For,Gazzo,pop edm,2016,2023‑04‑30,130,92,63,-3,42,61,231,2,7,34
1346,I Haven't Stopped Dancing Yet,Gonzales,,1987,2023‑04‑30,134,88,61,-8,5,84,480,2,5,34
1347,Tutankhamun,Borgeous,dutch house,2014,2023‑04‑30,128,89,65,-3,11,18,203,0,7,34
1348,Nya Sverige,Dani M,swedish gangsta rap,2015,2023‑04‑30,100,87,70,-5,29,81,185,29,13,34
1349,Days Are Gone,Vin Diesel,,2020,2023‑04‑30,122,67,76,-7,12,49,203,34,8,34
